ID	E000823	E000823	E000823	E000823	E001958	E001958	E001958	E001958	E003188	E003188	E003188	E003188	E003188	E003188	E003188	E003188	E003188	E003188	E003953	E003953	E003953	E003953	E003953	E003953	E003953	E003953	E003953	E003953	E003953	E003953	E003953	E003953	E004628	E004628	E004628	E004628	E004628	E004628	E004628	E004628	E004628	E004709	E004709	E004709	E004709	E004898	E004898	E004898	E004898	E004898	E005786	E005786	E005786	E005786	E005786	E005786	E005786	E006091	E006091	E006091	E006091	E006493	E006493	E006493	E006493	E006493	E006781	E006781	E006781	E006781	E007944	E007944	E007944	E007944	E007944	E010481	E010481	E010481	E010481	E010481	E010481	E010481	E010481	E010481	E010581	E010581	E010581	E010581	E010581	E010682	E010682	E010682	E010682	E011878	E011878	E011878	E011878	E012854	E012854	E012854	E012854	E013094	E013094	E013094	E013094	E013505	E013505	E013505	E013505	E013505	E013505	E013505	E014086	E014086	E014086	E014086	E014403	E014403	E014403	E014403	E016063	E016063	E016063	E016063	E016063	E016063	E016063	E016273	E016273	E016273	E016273	E016426	E016426	E016426	E016426	E017497	E017497	E017497	E017497	E018286	E018286	E018286	E018286	E018286	E018286	E018286	E018286	E019092	E019092	E019092	E019092	E019092	E019092	E019763	E019763	E019763	E019763	E019763	E020570	E020570	E020570	E020570	E020924	E020924	E020924	E020924	E020924	E020924	E020924	E020924	E020924	E020924	E020924	E020924	E020924	E020924	E020924	E021032	E021032	E021032	E021032	E021032	E021032	E021032	E021032	E021235	E021235	E021822	E021822	E021822	E021822	E021822	E021822	E021822	E021822	E021822	E021822	E021822	E021822	E021940	E021940	E021940	E021940	E021940	E021940	E021940	E021940	E021940	E021940	E021940	E021940	E021940	E022497	E022497	E022497	E022497	E023445	E023445	E023445	E023445	E024907	E024907	E024907	E024907	E028794	E028794	E028794	E028794	E028794	E028794	E028794	E028794	E028794	E032966	E032966	E032966	E035134	E035134	E035134	E035134
k__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales	187	0.0	0.0	0.0	0.0	187	187	0.0	0.0	0.0	373	0.0	187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	187	187	0.0	0.0	0.0	187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	187	0.0	0.0	187	0.0	0.0	0.0	0.0	187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	187	0.0	0.0	0.0	187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	187	0.0	0.0	187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	187	0.0	0.0	187	0.0	0.0	187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	187	0.0	0.0	0.0	0.0	187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae	185	0.0	0.0	0.0	0.0	185	185	0.0	0.0	0.0	371	0.0	185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185	185	0.0	0.0	0.0	185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185	0.0	0.0	185	0.0	0.0	0.0	0.0	185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185	0.0	0.0	0.0	185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185	0.0	0.0	185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185	0.0	0.0	185	0.0	0.0	185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185	0.0	0.0	0.0	0.0	185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanocaldococcaceae_unclassified	185	0.0	0.0	0.0	0.0	185	185	0.0	0.0	0.0	371	0.0	185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185	185	0.0	0.0	0.0	185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185	0.0	0.0	185	0.0	0.0	0.0	0.0	185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185	0.0	0.0	0.0	185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185	0.0	0.0	185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185	0.0	0.0	185	0.0	0.0	185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185	0.0	0.0	0.0	0.0	185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria	6594525	21466	2064402	6989529	4598004	17308802	2976648	7328087	5907058	3822359	8183936	6843956	8435265	10010693	11497274	523845	13528769	6707486	6380837	7280797	13904211	4579459	4221327	6300107	2662888	2121293	9218726	12116608	23560018	16675743	673879	11486012	8655011	24040777	7100549	4990258	12632355	24113721	22586325	18014227	31292052	7167087	5223680	11694741	3964625	7360895	5038015	7531590	8402218	14205869	8209781	11097584	6885383	15541842	6904256	3764543	77892	16538090	4743870	11747766	3719867	6420723	5052891	7508028	8760271	13608474	10843843	10874459	2567274	2806	5540213	10159504	17509034	4296569	5439988	4175774	5291832	5145280	10143146	5007874	6079302	6951836	3311188	6708576	260086	11393254	7475428	6074607	6867621	1362	647266	797739	8160941	8609732	5167774	2318224	4564185	18340667	11938681	2795152	3083096	6911912	7554845	6507609	5739144	3731299	5589829	2588843	10176549	2395270	4888365	6656724	2195650	1939612	19362982	5653478	7093062	2687435	3410730	6376460	4680584	11067973	7666359	11330359	1504136	8541934	3127703	3483894	1463957	5955697	1249123	6943668	9321917	9943882	6220288	9969587	3675191	5494605	3795781	4018429	6842931	2885371	5410755	452963	14623301	12017990	9553043	11619992	6864090	5971413	5533725	6043387	12190614	5504167	4035609	3646711	3631127	1650148	2092266	5992996	1185807	5194313	7724924	3601276	504448	2485557	3193600	5210649	6569849	6823200	2288418	2538324	3114469	31441768	11238070	24059584	7076408	14914428	4090659	6293016	1004945	8075049	5231868	5181786	4285958	6045728	2240766	3650002	13735314	19712018	512636	3879053	5964777	913462	3479097	2282855	6327796	10234854	3738541	14641847	3103797	17794084	3111279	2927570	2388068	6169434	2842327	3225576	3870350	3686807	8137999	2865467	1992293	1085453	9897784	1921155	8134844	307773	4923762	11478753	7997052	5892966	3292285	2812472	3471740	3416508	6753012	1909055	7906672	2827464	7363290	1941982	1864074	24285015	5252927	15207869	5885103	2607152	3607783	6211007
k__Bacteria|p__Acidobacteria	0.0	0.0	0.0	831	0.0	0.0	0.0	831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1662	831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1662	0.0	0.0	0.0	0.0	0.0	0.0	831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	831	831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	831	0.0	0.0	0.0	0.0	0.0	0.0	2493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1662	0.0	0.0	831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	831	0.0	0.0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	0.0	0.0	0.0	682	0.0	0.0	0.0	682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1363	682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1363	0.0	0.0	0.0	0.0	0.0	0.0	682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	682	682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	682	0.0	0.0	0.0	0.0	0.0	0.0	2045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1363	0.0	0.0	682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	682	0.0	0.0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	0.0	0.0	0.0	682	0.0	0.0	0.0	682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1363	682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1363	0.0	0.0	0.0	0.0	0.0	0.0	682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	682	682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	682	0.0	0.0	0.0	0.0	0.0	0.0	2045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1363	0.0	0.0	682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	682	0.0	0.0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae	0.0	0.0	0.0	682	0.0	0.0	0.0	682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1363	682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1363	0.0	0.0	0.0	0.0	0.0	0.0	682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	682	682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	682	0.0	0.0	0.0	0.0	0.0	0.0	2045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1363	0.0	0.0	682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	682	0.0	0.0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella	0.0	0.0	0.0	740	0.0	0.0	0.0	740	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1481	740	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1481	0.0	0.0	0.0	0.0	0.0	0.0	740	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	740	740	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	740	0.0	0.0	0.0	0.0	0.0	0.0	2221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	740	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1481	0.0	0.0	740	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	740	0.0	0.0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_unclassified	0.0	0.0	0.0	740	0.0	0.0	0.0	740	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1481	740	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1481	0.0	0.0	0.0	0.0	0.0	0.0	740	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	740	740	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	740	0.0	0.0	0.0	0.0	0.0	0.0	2221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	740	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1481	0.0	0.0	740	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	740	0.0	0.0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Terriglobus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	720	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Terriglobus|s__Terriglobus_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	720	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria	359453	1149	145245	120347	632188	7511353	61671	271344	1048980	1946501	608999	160388	560750	2575025	1768392	1342	20871	11529	452044	463875	3695703	278984	144654	655646	69496	59236	1967270	3157655	6279090	3155153	421873	2106457	6388896	940193	2183167	199815	279201	18960483	21712367	15612066	22408281	576762	1014271	4593002	106473	151050	119402	1154462	111119	6844605	5804807	4474099	2343176	1564846	648150	419415	55449	329939	574	2821797	249212	1234990	2368959	234728	448354	11778977	1635646	441686	92676	0.0	102419	3690516	1373087	11553	747250	8840	1889658	119119	233433	87113	34855	718658	307653	228999	101097	11314158	1351572	305458	5854833	0.0	643	6860	14240	446683	3282184	124823	68255	1994545	2257088	68363	34869	341995	3540	215760	559912	2477333	810498	286391	4394057	270659	378709	132086	27608	12652	2799	13625	827331	1271917	405200	428837	96172	2125743	1373535	2695224	97847	640260	96302	184634	2336	331362	10152	2157505	414131	1990	58529	780217	526625	195418	129832	913793	1915200	116334	216693	1587	600793	566074	8005066	4191049	789080	2167389	186972	2109114	438566	4029378	310	28929	58386	0.0	293178	1688	111323	232931	985033	809157	28692	73613	103416	6252	232756	15361	69822	112585	837204	19428391	4387866	7532	2233389	8222176	896991	127163	98399	7439108	258520	290079	1305257	62501	99554	66146	10349	9358	315112	780	9433	670306	56970	996413	0.0	0.0	1125	4300745	18984	915430	64114	34447	41874	112091	95013	1009148	687052	821178	2125177	1520655	265117	207268	20079	82537	4134083	82281	89785	274341	7665691	13999	248846	2901781	560267	1606464	267392	96137	1610682	314936	656630	380119	52716	3056252	1807077	436188	2191369	307219	1548572	3446494
